constantId,packageIn,methodIn,methodRefClass,methodRef,codeUnit,varName,varClass,varRefClass
8,com.fsck.k9.activity.Accounts$AccountsHandler,setViewTitle,android.widget.TextView,setVisibility,virtualinvoke $r2.<android.widget.TextView: void setVisibility(int)>(8),,,
0,com.fsck.k9.activity.Accounts$AccountsHandler,setViewTitle,android.widget.TextView,setVisibility,virtualinvoke $r2.<android.widget.TextView: void setVisibility(int)>(0),,,
0,com.fsck.k9.activity.Accounts$AccountsHandler,setViewTitle,android.widget.TextView,setVisibility,virtualinvoke $r2.<android.widget.TextView: void setVisibility(int)>(0),,,
0,de.cketti.library.changelog.ChangeLog,<init>,android.content.pm.PackageManager,getPackageInfo,$r6 = virtualinvoke $r5.<android.content.pm.PackageManager: android.content.pm.PackageInfo getPackageInfo(java.lang.String,int)>($r3, 0),,,
0,de.cketti.library.changelog.ChangeLog,getDialog,android.app.AlertDialog$Builder,setCancelable,$r6 = virtualinvoke $r6.<android.app.AlertDialog$Builder: android.app.AlertDialog$Builder setCancelable(boolean)>(0),,,
1,com.fsck.k9.controller.MessagingController,checkMail,com.fsck.k9.mail.power.TracingPowerManager,newWakeLock,$r6 = virtualinvoke $r5.<com.fsck.k9.mail.power.TracingPowerManager: com.fsck.k9.mail.power.TracingPowerManager$TracingWakeLock newWakeLock(int,java.lang.String)>(1, "K9 MessagingController.checkMail"),,,
0,com.fsck.k9.controller.MessagingController,checkMail,com.fsck.k9.mail.power.TracingPowerManager$TracingWakeLock,setReferenceCounted,virtualinvoke $r6.<com.fsck.k9.mail.power.TracingPowerManager$TracingWakeLock: void setReferenceCounted(boolean)>(0),,,
0,com.fsck.k9.activity.Accounts,getVersionNumber,android.content.pm.PackageManager,getPackageInfo,$r3 = virtualinvoke $r1.<android.content.pm.PackageManager: android.content.pm.PackageInfo getPackageInfo(java.lang.String,int)>($r2, 0),,,
2130903104,com.fsck.k9.activity.UpgradeDatabases,initializeLayout,com.fsck.k9.activity.UpgradeDatabases,setContentView,virtualinvoke $r0.<com.fsck.k9.activity.UpgradeDatabases: void setContentView(int)>(2130903104),,,
2131493126,com.fsck.k9.activity.UpgradeDatabases,initializeLayout,com.fsck.k9.activity.UpgradeDatabases,findViewById,$r1 = virtualinvoke $r0.<com.fsck.k9.activity.UpgradeDatabases: android.view.View findViewById(int)>(2131493126),mUpgradeText,android.widget.TextView,com.fsck.k9.activity.UpgradeDatabases
4,timber.log.Timber$Tree,i,timber.log.Timber$Tree,prepareLog,specialinvoke $r0.<timber.log.Timber$Tree: void prepareLog(int,java.lang.Throwable,java.lang.String,java.lang.Object[])>(4, null, $r1, $r2),,,
67108864,com.fsck.k9.activity.FolderList,actionHandleAccountIntent,android.content.Intent,setFlags,virtualinvoke $r2.<android.content.Intent: android.content.Intent setFlags(int)>(67108864),,,
1,com.fsck.k9.activity.FolderList,actionHandleAccountIntent,android.content.Intent,putExtra,virtualinvoke $r2.<android.content.Intent: android.content.Intent putExtra(java.lang.String,boolean)>("fromShortcut", 1),,,
4,timber.log.Timber$Tree,i,timber.log.Timber$Tree,prepareLog,specialinvoke $r0.<timber.log.Timber$Tree: void prepareLog(int,java.lang.Throwable,java.lang.String,java.lang.Object[])>(4, null, $r1, $r2),,,
67108864,com.fsck.k9.activity.FolderList,actionHandleAccountIntent,android.content.Intent,setFlags,virtualinvoke $r2.<android.content.Intent: android.content.Intent setFlags(int)>(67108864),,,
1,com.fsck.k9.activity.FolderList,actionHandleAccountIntent,android.content.Intent,putExtra,virtualinvoke $r2.<android.content.Intent: android.content.Intent putExtra(java.lang.String,boolean)>("fromShortcut", 1),,,
2131166107,com.fsck.k9.activity.ActivityListener,getOperation,android.content.Context,getString,$r3 = virtualinvoke $r1.<android.content.Context: java.lang.String getString(int,java.lang.Object[])>(2131166107, $r5),,,
2131166109,com.fsck.k9.activity.ActivityListener,getOperation,android.content.Context,getString,$r3 = virtualinvoke $r1.<android.content.Context: java.lang.String getString(int)>(2131166109),,,
2131166108,com.fsck.k9.activity.ActivityListener,getOperation,android.content.Context,getString,$r3 = virtualinvoke $r1.<android.content.Context: java.lang.String getString(int)>(2131166108),,,
2131166113,com.fsck.k9.activity.ActivityListener,getOperation,android.content.Context,getString,$r3 = virtualinvoke $r1.<android.content.Context: java.lang.String getString(int)>(2131166113),,,
2131166110,com.fsck.k9.activity.ActivityListener,getOperation,android.content.Context,getString,$r3 = virtualinvoke $r1.<android.content.Context: java.lang.String getString(int)>(2131166110),,,
2131166114,com.fsck.k9.activity.ActivityListener,getOperation,android.content.Context,getString,$r3 = virtualinvoke $r1.<android.content.Context: java.lang.String getString(int)>(2131166114),,,
2131166114,com.fsck.k9.activity.ActivityListener,getOperation,android.content.Context,getString,$r3 = virtualinvoke $r1.<android.content.Context: java.lang.String getString(int)>(2131166114),,,
0,com.fsck.k9.controller.MessagingController,putBackground,com.fsck.k9.controller.MessagingController,putCommand,specialinvoke $r0.<com.fsck.k9.controller.MessagingController: void putCommand(java.util.concurrent.BlockingQueue,java.lang.String,com.fsck.k9.controller.MessagingListener,java.lang.Runnable,boolean)>($r4, $r1, $r2, $r3, 0),,,
0,com.fsck.k9.controller.MessagingController,putBackground,com.fsck.k9.controller.MessagingController,putCommand,specialinvoke $r0.<com.fsck.k9.controller.MessagingController: void putCommand(java.util.concurrent.BlockingQueue,java.lang.String,com.fsck.k9.controller.MessagingListener,java.lang.Runnable,boolean)>($r4, $r1, $r2, $r3, 0),,,
5,com.fsck.k9.activity.MessageCompose,onCreate,com.fsck.k9.activity.MessageCompose,requestWindowFeature,virtualinvoke $r0.<com.fsck.k9.activity.MessageCompose: boolean requestWindowFeature(int)>(5),,,
2130903071,com.fsck.k9.activity.MessageCompose,onCreate,android.view.LayoutInflater,inflate,$r15 = virtualinvoke $r14.<android.view.LayoutInflater: android.view.View inflate(int,android.view.ViewGroup)>(2130903071, null),,,
2130772020,com.fsck.k9.activity.MessageCompose,onCreate,android.content.res.Resources$Theme,resolveAttribute,virtualinvoke $r16.<android.content.res.Resources$Theme: boolean resolveAttribute(int,android.util.TypedValue,boolean)>(2130772020, $r7, 1),,,
1,com.fsck.k9.activity.MessageCompose,onCreate,android.content.res.Resources$Theme,resolveAttribute,virtualinvoke $r16.<android.content.res.Resources$Theme: boolean resolveAttribute(int,android.util.TypedValue,boolean)>(2130772020, $r7, 1),,,
0,com.fsck.k9.activity.MessageCompose,onCreate,com.fsck.k9.activity.MessageCompose,setProgressBarIndeterminateVisibility,virtualinvoke $r0.<com.fsck.k9.activity.MessageCompose: void setProgressBarIndeterminateVisibility(boolean)>(0),,,
2130903071,com.fsck.k9.activity.MessageCompose,onCreate,com.fsck.k9.activity.MessageCompose,setContentView,virtualinvoke $r0.<com.fsck.k9.activity.MessageCompose: void setContentView(int)>(2130903071),,,
2131493002,com.fsck.k9.activity.MessageCompose,onCreate,com.fsck.k9.activity.MessageCompose,findViewById,$r15 = virtualinvoke $r0.<com.fsck.k9.activity.MessageCompose: android.view.View findViewById(int)>(2131493002),chooseIdentityButton,android.widget.TextView,com.fsck.k9.activity.MessageCompose
2131492986,com.fsck.k9.activity.MessageCompose,onCreate,com.fsck.k9.activity.MessageCompose,findViewById,$r15 = virtualinvoke $r0.<com.fsck.k9.activity.MessageCompose: android.view.View findViewById(int)>(2131492986),subjectView,android.widget.EditText,com.fsck.k9.activity.MessageCompose
1,com.fsck.k9.activity.MessageCompose,onCreate,android.widget.EditText,getInputExtras,$r28 = virtualinvoke $r27.<android.widget.EditText: android.os.Bundle getInputExtras(boolean)>(1),,,
1,com.fsck.k9.activity.MessageCompose,onCreate,android.os.Bundle,putBoolean,virtualinvoke $r28.<android.os.Bundle: void putBoolean(java.lang.String,boolean)>("allowEmoji", 1),,,
2131492989,com.fsck.k9.activity.MessageCompose,onCreate,com.fsck.k9.activity.MessageCompose,findViewById,$r15 = virtualinvoke $r0.<com.fsck.k9.activity.MessageCompose: android.view.View findViewById(int)>(2131492989),,,
2131492997,com.fsck.k9.activity.MessageCompose,onCreate,com.fsck.k9.activity.MessageCompose,findViewById,$r15 = virtualinvoke $r0.<com.fsck.k9.activity.MessageCompose: android.view.View findViewById(int)>(2131492997),,,
2131492988,com.fsck.k9.activity.MessageCompose,onCreate,com.fsck.k9.activity.MessageCompose,findViewById,$r15 = virtualinvoke $r0.<com.fsck.k9.activity.MessageCompose: android.view.View findViewById(int)>(2131492988),messageContentView,com.fsck.k9.ui.EolConvertingEditText,com.fsck.k9.activity.MessageCompose
1,com.fsck.k9.activity.MessageCompose,onCreate,com.fsck.k9.ui.EolConvertingEditText,getInputExtras,$r28 = virtualinvoke $r34.<com.fsck.k9.ui.EolConvertingEditText: android.os.Bundle getInputExtras(boolean)>(1),,,
1,com.fsck.k9.activity.MessageCompose,onCreate,android.os.Bundle,putBoolean,virtualinvoke $r28.<android.os.Bundle: void putBoolean(java.lang.String,boolean)>("allowEmoji", 1),,,
2131492987,com.fsck.k9.activity.MessageCompose,onCreate,com.fsck.k9.activity.MessageCompose,findViewById,$r15 = virtualinvoke $r0.<com.fsck.k9.activity.MessageCompose: android.view.View findViewById(int)>(2131492987),attachmentsView,android.widget.LinearLayout,com.fsck.k9.activity.MessageCompose
1,com.fsck.k9.activity.MessageCompose,onOptionsItemSelected,com.fsck.k9.activity.MessageCompose,prepareToFinish,specialinvoke $r0.<com.fsck.k9.activity.MessageCompose: void prepareToFinish(boolean)>(1),,,
0,com.fsck.k9.activity.MessageCompose,onOptionsItemSelected,com.fsck.k9.activity.compose.RecipientPresenter,onMenuSetEnableEncryption,virtualinvoke $r2.<com.fsck.k9.activity.compose.RecipientPresenter: void onMenuSetEnableEncryption(boolean)>(0),,,
1,com.fsck.k9.activity.MessageCompose,onOptionsItemSelected,com.fsck.k9.activity.compose.RecipientPresenter,onMenuSetEnableEncryption,virtualinvoke $r2.<com.fsck.k9.activity.compose.RecipientPresenter: void onMenuSetEnableEncryption(boolean)>(1),,,
1,com.fsck.k9.activity.MessageCompose,onOptionsItemSelected,com.fsck.k9.activity.compose.RecipientPresenter,onMenuSetPgpInline,virtualinvoke $r2.<com.fsck.k9.activity.compose.RecipientPresenter: void onMenuSetPgpInline(boolean)>(1),,,
0,com.fsck.k9.activity.MessageCompose,onOptionsItemSelected,com.fsck.k9.activity.compose.RecipientPresenter,onMenuSetPgpInline,virtualinvoke $r2.<com.fsck.k9.activity.compose.RecipientPresenter: void onMenuSetPgpInline(boolean)>(0),,,
1,com.fsck.k9.activity.MessageCompose,onOptionsItemSelected,com.fsck.k9.activity.compose.RecipientPresenter,onMenuSetSignOnly,virtualinvoke $r2.<com.fsck.k9.activity.compose.RecipientPresenter: void onMenuSetSignOnly(boolean)>(1),,,
0,com.fsck.k9.activity.MessageCompose,onOptionsItemSelected,com.fsck.k9.activity.compose.RecipientPresenter,onMenuSetSignOnly,virtualinvoke $r2.<com.fsck.k9.activity.compose.RecipientPresenter: void onMenuSetSignOnly(boolean)>(0),,,
